"PGA","PGV","Sa(T1)","Es","nu","rho","xi","c","phi","Ec","fy","tseg","mu","moment_ratio","diameter_strain_rate"
"0.96661388","0.152321996","1.374207495","61660709.97616234","0.43850632629570613","2059.072272742399","0.054211719913111425","31432.127887987026","11.389989278078081","35405685756.2229","0.005966305309385136","0.35096905626621205","0.5995519050234097","3.0653919054086143","6.788836571466968"
"0.94361167","0.109739405","1.954516944","56702424.198220655","0.4432561790682809","2002.1238733215407","0.04513763703137379","26470.164016711686","12.83344343838997","30092260874.29813","0.005449178179184298","0.353340398854315","0.6033653783144403","2.7283750672947047","6.2485303613535494"
"0.81167504","0.069105006","1.25391971","65838351.362845056","0.4352202008688468","1960.8530823924107","0.06028939066351986","31082.907125527283","12.352980680901833","37040962882.30374","0.005564831513481587","0.3539416454426965","0.6021060564473469","2.3735653914738246","3.1672075307122833"
"0.19700784","0.020853533","0.15622989","65162926.549741015","0.42663203633051267","2088.8453411763558","0.04364453967295689","25664.179020130105","14.419818307294062","28116909797.745415","0.0060653314160920594","0.3511966538941152","0.6022738422320123","0.29467142549645853","0.7951691885690707"
"0.36519873","0.05406177","0.765451445","56360014.50704102","0.4194201263398079","1845.5292731590246","0.045496010746953655","27869.43947221599","12.169159501630785","30040804935.18084","0.005495954087317042","0.3497291579509636","0.6002498439125907","1.4364590233275045","2.3465221238590552"
"0.48647799","0.045411696","0.777304626","53528112.09474497","0.43104782463619934","1911.703480351123","0.04389649975170248","29295.8409810997","11.06125679555993","29141223304.6136","0.006506777110295021","0.34756531837692933","0.5992089153632504","1.7971114288724386","2.204679472400123"
"0.24687292","0.051383084","0.416961761","58467639.34852965","0.4486576089277705","2004.3554183336403","0.03776764079404087","30218.49554795587","10.930708888524608","31137797415.156487","0.0058836821624099166","0.3486267060435661","0.5978836053152309","1.3400301178040799","1.6052565070723568"
"0.86324996","0.12105283","1.425391141","62167335.10770813","0.4502969321394577","2125.9699779584835","0.03156339158710583","33492.51954018443","10.654363262723413","36526361253.13143","0.005873736842711587","0.34312265981066914","0.5963747476567315","2.640338987594997","8.707985025799644"
"0.26513338","0.028674481","0.26001296","65199369.09579474","0.4206221888179409","2107.98853188911","0.04652338926065128","32601.81595731531","12.177995781542418","30731645277.209892","0.005907140745934072","0.3555013037349002","0.5990745645909019","0.682772119032684","1.0619415585685654"
"0.15877483","0.016359376","0.172139289","58970482.06559919","0.43681230614846306","2065.087821841914","0.0679413921596394","25219.100738712328","12.729000487872721","39046016877.29278","0.0058359470959629105","0.34659350668277383","0.59868752877296","0.2679117747539563","0.5706497300673052"
"0.2142064","0.027420694","0.6546902","51395770.96646962","0.41773409218137825","1850.761852609886","0.06798248773713939","24383.00170334602","12.485473894405256","31342003726.624893","0.005919364717298604","0.3458473921758838","0.6016075836589897","0.953567718028211","1.2460639299953649"
"0.67649015","0.056658451","0.381351438","67792492.71838039","0.44570181645765206","2139.5342209469973","0.046374764033626045","30392.385061776942","12.737794534388966","39511949584.49072","0.006236947233411039","0.3461713309856514","0.5975737803973813","1.3379281205699098","1.7673507737031011"
"0.78618938","0.096396324","1.244005162","58168239.92054868","0.4273946873420238","1852.481216317054","0.058457826258833875","31177.59496570404","12.201159548880682","34524555057.15359","0.005796345203030318","0.3460274821735874","0.6050830744718511","2.3208235362810723","6.011444436878959"
"0.33725043","0.036247588","0.550425234","54037871.54385453","0.41430108378490926","1873.0004656512626","0.04834039642380751","29585.174510063254","10.992127813077968","38699116780.86291","0.005780298753476875","0.3463724434518684","0.5974374637361574","1.2457444586962751","1.3490651194889731"
"0.20459439","0.015176301","0.188133744","54658556.16482333","0.4121546472863798","2017.4163039563743","0.0357336560171924","24439.748665399286","14.452424446415653","30819100169.34138","0.006404444562935057","0.3506531956659198","0.6030898871434041","0.5747693586811784","0.6369422707315866"
"0.83742958","0.120486655","1.026930495","63950984.720919736","0.43064651197134135","1857.5814701309193","0.04968747100201813","25047.64984033332","13.268739428473047","39020227229.52906","0.00615616421121754","0.3465292279183381","0.5954380343033036","2.596076619259364","4.244519340133023"
"0.96541425","0.118781494","2.197446697","64848715.239462115","0.4422011652195432","1997.0062128273748","0.033519658449000275","26694.55418608773","12.624411851923654","36238684119.71127","0.005792385846761243","0.34944158618201115","0.594966988180505","2.746415811852368","8.14076002097188"
